SN=6333123220238
      137	2018-12-11 07:07:18	1	0	1	0
      185	2018-12-11 07:26:07	1	0	1	0
      140	2018-12-11 07:43:19	1	0	1	0
      152	2018-12-11 08:01:11	1	0	1	0
       97	2018-12-11 08:02:55	1	0	1	0
       85	2018-12-11 08:05:05	1	0	1	0
       69	2018-12-11 08:06:09	1	0	1	0
       96	2018-12-11 08:06:39	1	0	1	0
       55	2018-12-11 08:08:06	1	0	1	0
      156	2018-12-11 08:09:38	1	0	1	0
      136	2018-12-11 08:12:49	1	0	1	0
      115	2018-12-11 08:19:58	1	0	1	0
      141	2018-12-11 08:21:29	1	0	1	0
      143	2018-12-11 08:23:10	1	0	1	0
      184	2018-12-11 08:27:13	1	0	1	0
       48	2018-12-11 08:27:47	1	0	1	0
        4	2018-12-11 08:30:03	1	0	1	0
      125	2018-12-11 08:31:29	1	0	1	0
       92	2018-12-11 08:33:46	1	0	1	0
      116	2018-12-11 08:34:00	1	0	1	0
      128	2018-12-11 08:37:08	1	0	1	0
      111	2018-12-11 08:44:49	1	0	1	0
       93	2018-12-11 08:46:04	1	0	1	0
      155	2018-12-11 08:47:56	1	0	1	0
       13	2018-12-11 08:58:29	1	0	1	0
       13	2018-12-11 08:58:31	1	0	1	0
       43	2018-12-11 09:05:43	1	0	1	0
      108	2018-12-11 09:09:09	1	0	1	0
      118	2018-12-11 09:33:10	1	0	1	0
      118	2018-12-11 09:33:12	1	0	1	0
      151	2018-12-11 10:02:53	1	0	1	0
      120	2018-12-11 14:40:48	1	0	1	0
       89	2018-12-11 18:30:04	1	1	1	0
      156	2018-12-11 18:30:13	1	1	1	0
      156	2018-12-11 18:30:34	1	1	1	0
      115	2018-12-11 18:30:42	1	1	1	0
      155	2018-12-11 18:30:56	1	0	1	0
      153	2018-12-11 18:31:45	1	1	1	0
       43	2018-12-11 18:32:15	1	1	1	0
      131	2018-12-11 18:32:22	1	1	1	0
      136	2018-12-11 18:32:28	1	1	1	0
      108	2018-12-11 18:33:40	1	1	1	0
       88	2018-12-11 18:38:14	1	1	1	0
       97	2018-12-11 18:39:31	1	1	1	0
        4	2018-12-11 18:44:09	1	1	1	0
      111	2018-12-11 18:44:19	1	1	1	0
      128	2018-12-11 18:44:30	1	1	1	0
      137	2018-12-11 18:48:03	1	1	1	0
      140	2018-12-11 18:50:21	1	1	1	0
      120	2018-12-11 18:58:07	1	1	1	0
       78	2018-12-11 19:10:13	1	1	1	0
       55	2018-12-11 19:10:22	1	1	1	0
       55	2018-12-11 19:10:32	1	1	1	0
       85	2018-12-11 19:16:10	1	1	1	0
      149	2018-12-11 19:16:17	1	1	1	0
      151	2018-12-11 19:39:17	1	0	1	0
      151	2018-12-11 19:39:23	1	1	1	0
      118	2018-12-11 19:39:27	1	1	1	0
      118	2018-12-11 19:39:29	1	1	1	0
       92	2018-12-11 19:47:39	1	1	1	0
      141	2018-12-11 19:47:43	1	1	1	0
       69	2018-12-11 19:47:47	1	1	1	0
      185	2018-12-11 19:47:51	1	1	1	0
      116	2018-12-11 19:49:10	1	1	1	0
       96	2018-12-11 19:49:19	1	1	1	0
       48	2018-12-11 19:49:24	1	1	1	0
      184	2018-12-11 19:49:43	1	1	1	0
      152	2018-12-11 19:49:52	1	1	1	0
       13	2018-12-11 20:01:17	1	1	1	0
      137	2018-12-12 07:16:58	1	0	1	0
      140	2018-12-12 07:24:58	1	0	1	0
      121	2018-12-12 07:36:07	1	0	1	0
      185	2018-12-12 07:38:06	1	0	1	0
       43	2018-12-12 07:43:19	1	0	1	0
       85	2018-12-12 08:00:43	1	0	1	0
       85	2018-12-12 08:00:49	1	0	1	0
       69	2018-12-12 08:03:36	1	0	1	0
      141	2018-12-12 08:08:32	1	0	1	0
       97	2018-12-12 08:10:37	1	0	1	0
      153	2018-12-12 08:13:32	1	0	1	0
       93	2018-12-12 08:13:47	1	0	1	0
      115	2018-12-12 08:16:06	1	0	1	0
      152	2018-12-12 08:18:43	1	0	1	0
      156	2018-12-12 08:19:03	1	0	1	0
      136	2018-12-12 08:20:07	1	0	1	0
      116	2018-12-12 08:26:22	1	1	1	0
      184	2018-12-12 08:27:00	1	0	1	0
      132	2018-12-12 08:31:09	1	0	1	0
       48	2018-12-12 08:31:14	1	0	1	0
       92	2018-12-12 08:31:24	1	0	1	0
      125	2018-12-12 08:36:44	1	0	1	0
        4	2018-12-12 08:37:58	1	0	1	0
      108	2018-12-12 08:38:59	1	0	1	0
       13	2018-12-12 08:42:07	1	0	1	0
       13	2018-12-12 08:42:11	1	0	1	0
       96	2018-12-12 08:45:12	1	0	1	0
      120	2018-12-12 08:46:01	1	0	1	0
      111	2018-12-12 08:46:07	1	0	1	0
      128	2018-12-12 08:46:52	1	0	1	0
      155	2018-12-12 08:53:56	1	0	1	0
       89	2018-12-12 09:10:13	1	0	1	0
      118	2018-12-12 09:29:43	1	0	1	0
      118	2018-12-12 09:29:45	1	0	1	0
       88	2018-12-12 09:43:13	1	0	1	0
      151	2018-12-12 10:11:41	1	0	1	0
      186	2018-12-12 12:32:19	1	0	1	0
      186	2018-12-12 12:32:24	1	0	1	0
      153	2018-12-12 18:31:36	1	1	1	0
       89	2018-12-12 18:31:54	1	1	1	0
      131	2018-12-12 18:32:54	1	1	1	0
      136	2018-12-12 18:33:00	1	1	1	0
       55	2018-12-12 18:33:59	1	1	1	0
      155	2018-12-12 18:34:15	1	1	1	0
      156	2018-12-12 18:34:39	1	1	1	0
      121	2018-12-12 18:36:30	1	1	1	0
      137	2018-12-12 18:37:39	1	1	1	0
      128	2018-12-12 18:38:35	1	1	1	0
      108	2018-12-12 18:38:56	1	1	1	0
       43	2018-12-12 18:40:05	1	0	1	0
      115	2018-12-12 18:40:38	1	1	1	0
      141	2018-12-12 18:56:51	1	1	1	0
      185	2018-12-12 18:57:44	1	0	1	0
      132	2018-12-12 19:06:44	1	1	1	0
       85	2018-12-12 19:08:08	1	1	1	0
       96	2018-12-12 19:33:17	1	1	1	0
      152	2018-12-12 19:33:23	1	1	1	0
      120	2018-12-12 19:33:29	1	1	1	0
      125	2018-12-12 19:33:32	1	1	1	0
      116	2018-12-12 19:33:35	1	1	1	0
       48	2018-12-12 19:33:42	1	1	1	0
      184	2018-12-12 19:33:52	1	1	1	0
      118	2018-12-12 19:46:04	1	1	1	0
      118	2018-12-12 19:46:06	1	1	1	0
      186	2018-12-12 19:46:11	1	1	1	0
      151	2018-12-12 19:46:19	1	1	1	0
      186	2018-12-12 19:46:30	1	1	1	0
      111	2018-12-12 20:03:16	1	0	1	0
      111	2018-12-12 20:03:23	1	1	1	0
       69	2018-12-12 20:33:53	1	1	1	0
       74	2018-12-12 20:34:01	1	1	1	0
       13	2018-12-12 20:45:05	1	1	1	0
       13	2018-12-12 20:45:07	1	1	1	0
       92	2018-12-12 20:47:58	1	1	1	0
        4	2018-12-12 21:02:14	1	1	1	0
       88	2018-12-12 21:02:21	1	1	1	0
      137	2018-12-13 07:06:45	1	0	1	0
      140	2018-12-13 07:12:05	1	0	1	0
      185	2018-12-13 07:31:21	1	0	1	0
       85	2018-12-13 08:11:11	1	0	1	0
       85	2018-12-13 08:11:15	1	0	1	0
       69	2018-12-13 08:12:59	1	0	1	0
      186	2018-12-13 08:13:13	1	0	1	0
      121	2018-12-13 08:14:48	1	0	1	0
      152	2018-12-13 08:16:13	1	0	1	0
      132	2018-12-13 08:19:45	1	0	1	0
      115	2018-12-13 08:21:07	1	0	1	0
      156	2018-12-13 08:24:49	1	0	1	0
      116	2018-12-13 08:25:47	1	0	1	0
       92	2018-12-13 08:27:43	1	0	1	0
      120	2018-12-13 08:28:21	1	0	1	0
      128	2018-12-13 08:28:27	1	0	1	0
      141	2018-12-13 08:30:04	1	0	1	0
       96	2018-12-13 08:31:40	1	0	1	0
      184	2018-12-13 08:37:50	1	0	1	0
       55	2018-12-13 08:41:23	1	0	1	0
       48	2018-12-13 08:47:53	1	0	1	0
       43	2018-12-13 08:49:05	1	0	1	0
      155	2018-12-13 08:49:42	1	0	1	0
       13	2018-12-13 09:00:55	1	0	1	0
       13	2018-12-13 09:00:57	1	0	1	0
      143	2018-12-13 09:03:39	1	0	1	0
      108	2018-12-13 09:15:58	1	0	1	0
      118	2018-12-13 09:28:33	1	0	1	0
      118	2018-12-13 09:28:36	1	0	1	0
       74	2018-12-13 09:29:20	1	0	1	0
        4	2018-12-13 09:49:36	1	0	1	0
      151	2018-12-13 10:03:45	1	0	1	0
      186	2018-12-13 13:04:16	1	0	1	0
      186	2018-12-13 13:04:26	1	1	1	0
      155	2018-12-13 18:32:38	1	0	1	0
      156	2018-12-13 18:32:47	1	1	1	0
      155	2018-12-13 18:33:00	1	1	1	0
      115	2018-12-13 18:34:29	1	0	1	0
       43	2018-12-13 18:37:23	1	1	1	0
      185	2018-12-13 18:38:58	1	1	1	0
      141	2018-12-13 18:39:08	1	1	1	0
       93	2018-12-13 18:39:14	1	4	1	0
      153	2018-12-13 18:39:51	1	1	1	0
      117	2018-12-13 18:40:18	1	1	1	0
       89	2018-12-13 18:40:36	1	0	1	0
      108	2018-12-13 18:41:42	1	1	1	0
      147	2018-12-13 18:42:10	1	1	1	0
       74	2018-12-13 18:55:56	1	0	1	0
       74	2018-12-13 18:56:02	1	1	1	0
      131	2018-12-13 18:56:27	1	1	1	0
      136	2018-12-13 18:56:36	1	1	1	0
      121	2018-12-13 18:56:41	1	1	1	0
      132	2018-12-13 18:58:03	1	1	1	0
      184	2018-12-13 19:00:30	1	1	1	0
       96	2018-12-13 19:00:55	1	1	1	0
      152	2018-12-13 19:01:06	1	1	1	0
       97	2018-12-13 19:01:11	1	1	1	0
      120	2018-12-13 19:02:27	1	0	1	0
      120	2018-12-13 19:02:32	1	1	1	0
      128	2018-12-13 19:03:38	1	1	1	0
      116	2018-12-13 19:07:30	1	1	1	0
       78	2018-12-13 19:08:23	1	1	1	0
      149	2018-12-13 19:08:28	1	1	1	0
       48	2018-12-13 19:09:16	1	1	1	0
       55	2018-12-13 19:09:48	1	1	1	0
      143	2018-12-13 19:17:17	1	1	1	0
       85	2018-12-13 19:28:10	1	1	1	0
       88	2018-12-13 19:39:25	1	1	1	0
      151	2018-12-13 19:50:11	1	1	1	0
      118	2018-12-13 19:50:44	1	0	1	0
      118	2018-12-13 19:50:46	1	0	1	0
